"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
373.15,34.25,0.0,,+-0.01,+-0.003,,
373.15,34.255,0.0,,+-0.01,+-0.003,,
373.15,37.046,0.0561,,+-0.01,+-0.003,,
373.15,41.716,0.1607,,+-0.01,+-0.003,,
373.15,45.236,0.2492,,+-0.01,+-0.003,,
373.15,49.102,0.3624,,+-0.01,+-0.003,,
373.15,51.92,0.4578,,+-0.01,+-0.003,,
373.15,55.096,0.5771,,+-0.01,+-0.003,,
373.15,53.831,0.5266,,+-0.01,+-0.003,,
373.15,55.406,0.5896,,+-0.01,+-0.003,,
373.15,57.032,0.6576,,+-0.01,+-0.003,,
373.15,59.172,0.7553,,+-0.01,+-0.003,,
373.15,61.105,0.8514,,+-0.01,+-0.003,,
373.15,63.028,0.9561,,+-0.01,+-0.003,,
373.15,63.744,1.0,,+-0.01,+-0.003,,
