"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,37.25,0.0,0.0,,,,
313.15,37.366,0.0752,0.0752,,,,
313.15,37.269,0.1522,0.1453,,,,
313.15,37.102,0.2159,0.1989,,,,
313.15,36.861,0.2728,0.2441,,,,
313.15,36.594,0.3268,0.2851,,,,
313.15,36.206,0.3877,0.3298,,,,
313.15,35.758,0.4448,0.3706,,,,
313.15,35.084,0.512,0.4181,,,,
313.15,34.618,0.5634,0.4549,,,,
313.15,33.7,0.637,0.5095,,,,
313.15,33.003,0.6883,0.5502,,,,
313.15,31.963,0.7488,0.603,,,,
313.15,30.76,0.8083,0.6629,,,,
313.15,28.979,0.8783,0.7503,,,,
313.15,26.978,0.9412,0.8565,,,,
313.15,24.366,1.0,1.0,,,,
