"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,103.45,0.0,,,,,
313.15,98.77,0.066,,,,,
313.15,93.47,0.1417,,,,,
313.15,86.3,0.2492,,,,,
313.15,76.69,0.4033,,,,,
313.15,73.09,0.4702,,,,,
313.15,68.96,0.5441,,,,,
313.15,65.07,0.6232,,,,,
313.15,61.05,0.7047,,,,,
313.15,58.35,0.7592,,,,,
313.15,55.42,0.8181,,,,,
313.15,52.64,0.8701,,,,,
313.15,50.4,0.9119,,,,,
313.15,47.63,0.9593,,,,,
313.15,45.3,1.0,,,,,
