"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
57.1,14.7,0.85,0.918,+-0.3,,,
57.4,14.7,0.793,0.9,+-0.3,,,
58.5,14.7,0.661,0.86,+-0.3,,,
58.9,14.7,0.609,0.847,+-0.3,,,
59.5,14.7,0.538,0.84,+-0.3,,,
59.7,14.7,0.506,0.837,+-0.3,,,
60.0,14.7,0.444,0.832,+-0.3,,,
61.1,14.7,0.3,0.809,+-0.3,,,
61.8,14.7,0.264,0.802,+-0.3,,,
66.2,14.7,0.12,0.756,+-0.3,,,
76.5,14.7,0.041,0.585,+-0.3,,,
83.0,14.7,0.023,0.462,+-0.3,,,
87.8,14.7,0.01,0.335,+-0.3,,,
