"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
275,890,0.007,0.029,,,,
275,985,0.033,0.122,,,,
275,1060,0.065,0.177,,,,
275,1120,0.105,0.233,,,,
275,1173,0.149,0.277,,,,
275,1220,0.201,0.322,,,,
275,1282,0.273,0.377,,,,
275,1345,0.348,0.429,,,,
275,1363,0.374,0.441,,,,
275,1392,0.414,0.465,,,,
275,1421,0.455,0.486,,,,
275,1430,0.49,0.49,,,,
275,1456,0.512,0.512,,,,
