"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
132.7,723,0.979,0.974,+-0.1,+-0.1,,
132.5,723,0.96,0.955,+-0.1,+-0.1,,
132.3,723,0.942,0.942,+-0.1,+-0.1,,
132.45,723,0.93,0.931,+-0.1,+-0.1,,
132.5,723,0.923,0.926,+-0.1,+-0.1,,
132.6,723,0.847,0.867,+-0.1,+-0.1,,
132.7,723,0.775,0.835,+-0.1,+-0.1,,
133.5,723,0.654,0.762,+-0.1,+-0.1,,
134.0,723,0.6,0.732,+-0.1,+-0.1,,
134.5,723,0.558,0.709,+-0.1,+-0.1,,
136.4,723,0.467,0.657,+-0.1,+-0.1,,
138.5,723,0.381,0.642,+-0.1,+-0.1,,
144.9,723,0.181,0.468,+-0.1,+-0.1,,
149.8,723,0.092,0.297,+-0.1,+-0.1,,
152.5,723,0.05,0.177,+-0.1,+-0.1,,
154.5,723,0.035,0.138,+-0.1,+-0.1,,
