"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
303.15,1.35,0.179,0.9108,+-0.02,+-0.007,,
303.15,2.24,0.3323,0.9428,+-0.02,+-0.007,,
303.15,2.85,0.4271,0.9513,+-0.02,+-0.007,,
303.15,3.64,0.5432,0.9662,+-0.02,+-0.007,,
303.15,4.09,0.6107,0.9682,+-0.02,+-0.007,,
303.15,4.42,0.67,0.9666,+-0.02,+-0.007,,
303.15,4.69,0.7155,0.9693,+-0.02,+-0.007,,
303.15,5.13,0.7714,0.9721,+-0.02,+-0.007,,
303.15,5.37,0.8101,0.9739,+-0.02,+-0.007,,
303.15,5.67,0.8487,0.9755,+-0.02,+-0.007,,
303.15,6.02,0.8922,0.9762,+-0.02,+-0.007,,
303.15,6.32,0.93,0.9826,+-0.02,+-0.007,,
