"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
160,80.7,0.1551,0.433,+- 0.1,+- 0.04 %,,
160,97.0,0.2548,0.5789,+- 0.1,+- 0.04 %,,
160,119.7,0.3771,0.7229,+- 0.1,+- 0.04 %,,
160,136.0,0.494,0.7883,+- 0.1,+- 0.04 %,,
160,154.3,0.5944,0.8458,+- 0.1,+- 0.04 %,,
160,169.9,0.6923,0.8916,+- 0.1,+- 0.04 %,,
160,185.3,0.801,0.9299,+- 0.1,+- 0.04 %,,
160,202.2,0.8839,0.9681,+- 0.1,+- 0.04 %,,
160,208.6,0.9327,0.982,+- 0.1,+- 0.04 %,,
160,217.8,0.9823,0.995,+- 0.1,+- 0.04 %,,
160,220.0,0.9922,0.9974,+- 0.1,+- 0.04 %,,
