"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
523.15,10,0.0127,0.9964,0.2,+-0.1,,
523.15,20,0.0282,0.9982,0.2,+-0.1,,
523.15,30,0.0421,0.9987,0.2,+-0.1,,
523.15,40,0.0551,0.9988,0.2,+-0.1,,
523.15,50,0.0684,0.9989,0.2,+-0.1,,
