"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
323.18,10.475,0.0,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,10.531,0.00098,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,10.904,0.00674,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,10.944,0.01202,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,11.268,0.01804,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,11.566,0.02557,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,11.855,0.03337,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,12.262,0.04409,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,12.658,0.05568,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,13.363,0.07699,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,15.655,0.16315,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,17.816,0.29654,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,18.574,0.40865,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,18.577,0.52271,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,18.73,0.6226,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,18.777,0.71963,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,15.296,0.99038,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,14.829,0.99204,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,14.341,0.99371,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,13.835,0.99535,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,13.279,0.99702,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,12.686,0.9987,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,12.323,0.99956,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,12.263,0.99982,,+-0.1,+-0.01,+-0.0001,+-0.0001
323.18,12.199,1.0,,+-0.1,+-0.01,+-0.0001,+-0.0001
