"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
313.15,12.54,0.0,,0.01,0.043,4e-06,
313.15,14.59,0.0934,,0.01,0.043,4e-06,
313.15,14.83,0.1929,,0.01,0.043,4e-06,
313.15,14.83,0.2923,,0.01,0.043,4e-06,
313.15,14.8,0.3973,,0.01,0.043,4e-06,
313.15,14.76,0.4494,,0.01,0.043,4e-06,
313.15,14.75,0.4933,,0.01,0.043,4e-06,
313.15,14.72,0.5502,,0.01,0.043,4e-06,
313.15,14.63,0.615,,0.01,0.043,4e-06,
313.15,14.37,0.7204,,0.01,0.043,4e-06,
313.15,13.63,0.8266,,0.01,0.043,4e-06,
313.15,11.61,0.9174,,0.01,0.043,4e-06,
313.15,4.27,1.0,,0.01,0.043,4e-06,
