"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
35,62.8,,0.0,+-0.2,,,
35,73.9,,0.0004,+-0.2,,,
35,77.5,,0.0016,+-0.2,,,
35,79.2,,0.005,+-0.2,,,
35,86.3,,0.0071,+-0.2,,,
35,104.0,,0.01,+-0.2,,,
35,138.5,,0.0131,+-0.2,,,
35,173.0,,0.015,+-0.2,,,
35,208.5,,0.0167,+-0.2,,,
35,264.3,,0.0179,+-0.2,,,
