"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
318.15,30.021,0.00356,,,,,
318.15,30.065,0.00686,,,,,
318.15,30.125,0.01217,,,,,
318.15,30.179,0.01895,,,,,
318.15,30.209,0.02741,,,,,
318.15,30.236,0.03998,,,,,
318.15,30.235,0.05507,,,,,
318.15,30.171,0.08022,,,,,
318.15,30.048,0.11025,,,,,
318.15,29.825,0.1504,,,,,
318.15,29.567,0.20061,,,,,
318.15,29.304,0.25063,,,,,
318.15,29.026,0.30078,,,,,
318.15,28.735,0.35085,,,,,
318.15,28.414,0.40087,,,,,
318.15,28.048,0.45088,,,,,
318.15,27.611,0.50085,,,,,
318.15,27.072,0.55088,,,,,
318.15,26.39,0.60231,,,,,
318.15,25.531,0.65254,,,,,
318.15,24.405,0.70275,,,,,
318.15,22.907,0.75344,,,,,
318.15,20.952,0.80312,,,,,
318.15,19.193,0.8379,,,,,
318.15,17.019,0.87293,,,,,
318.15,14.788,0.90273,,,,,
318.15,12.094,0.93275,,,,,
318.15,9.417,0.95798,,,,,
318.15,7.477,0.97436,,,,,
318.15,5.753,0.98761,,,,,
318.15,4.778,0.99471,,,,,
