"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
308.15,1.552,0.1098,0.9833,0.01,0.01%,,
308.15,2.616,0.1904,0.9892,0.01,0.01%,,
308.15,,0.2469,0.9937,0.01,0.01%,,
308.15,4.004,0.2813,0.9937,0.01,0.01%,,
308.15,4.941,0.3755,0.9942,0.01,0.01%,,
308.15,5.732,0.4587,0.9915,0.01,0.01%,,
308.15,5.992,0.516,0.9952,0.01,0.01%,,
308.15,6.595,0.6152,0.9953,0.01,0.01%,,
308.15,6.615,0.6415,0.9954,0.01,0.01%,,
308.15,6.865,0.7206,0.9924,0.01,0.01%,,
308.15,6.918,0.7511,0.9898,0.01,0.01%,,
308.15,7.012,0.801,0.9956,0.01,0.01%,,
308.15,7.063,0.8376,0.9978,0.01,0.01%,,
308.15,,0.9289,0.9971,0.01,0.01%,,
308.15,,0.9687,0.9978,0.01,0.01%,,
308.15,7.473,0.9752,0.9951,0.01,0.01%,,
308.15,7.604,0.9926,0.9963,0.01,0.01%,,
308.15,7.712,0.9944,0.9964,0.01,0.01%,,
308.15,7.748,0.9945,0.996,0.01,0.01%,,
308.15,7.794,0.994,0.994,0.01,0.01%,,
