"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
160,778.9,0.0,0.0,0.02,0.05%,0.03,0.03
160,800.0,0.0031,0.0196,0.02,0.05%,0.03,0.03
160,850.0,0.0098,0.0592,0.02,0.05%,0.03,0.03
160,900.0,0.0167,0.0946,0.02,0.05%,0.03,0.03
160,1000.0,0.0309,0.1553,0.02,0.05%,0.03,0.03
160,1100.0,0.0459,0.2021,0.02,0.05%,0.03,0.03
160,1200.0,0.0622,0.2367,0.02,0.05%,0.03,0.03
160,1250.0,0.072,0.2534,0.02,0.05%,0.03,0.03
160,1300.0,0.0814,0.2646,0.02,0.05%,0.03,0.03
160,1400.0,0.1021,0.2811,0.02,0.05%,0.03,0.03
160,1500.0,0.1245,0.2775,0.02,0.05%,0.03,0.03
160,1600.0,0.1547,0.258,0.02,0.05%,0.03,0.03
160,1650.0,0.183,0.2295,0.02,0.05%,0.03,0.03
160,1660.0,0.209,0.209,0.02,0.05%,0.03,0.03
