"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
163.17,1.806,1.0,1.0,,,,
163.17,2.168,0.9937,0.8808,,,,
163.17,2.444,0.9889,0.8082,,,,
163.17,2.872,0.9812,0.7314,,,,
163.17,4.04,0.9597,0.5848,,,,
163.17,5.616,0.9312,0.4869,,,,
163.17,6.995,0.903,0.442,,,,
163.17,8.374,0.8778,0.4175,,,,
163.17,9.753,0.8505,0.4053,,,,
163.17,11.132,0.8198,0.4038,,,,
163.17,12.511,0.7845,0.4076,,,,
163.17,13.82,0.7494,0.4255,,,,
163.17,15.199,0.6905,0.471,,,,
163.17,15.544,0.6717,0.4844,,,,
163.17,15.889,0.6339,0.5173,,,,
163.17,15.958,0.62,0.5267,,,,
163.17,15.992,,0.5535,,,,
