"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
371.42,49..48,0.737,,0.4,1.5,0.009,
376.12,48.58,0.737,,0.4,1.5,0.009,
380.86,47.68,0.737,,0.4,1.5,0.009,
382.74,47.43,0.737,,0.4,1.5,0.009,
384.55,47.03,0.737,,0.4,1.5,0.009,
388.17,46.28,0.737,,0.4,1.5,0.009,
391.46,45.68,0.737,,0.4,1.5,0.009,
401.17,43.78,0.737,,0.4,1.5,0.009,
412.16,41.92,0.737,,0.4,1.5,0.009,
421.75,40.72,0.737,,0.4,1.5,0.009,
431.19,39.57,0.737,,0.4,1.5,0.009,
440.42,38.37,0.737,,0.4,1.5,0.009,
451.67,37.12,0.737,,0.4,1.5,0.009,
459.03,36.42,0.737,,0.4,1.5,0.009,
