"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
308.15,0.008,0.0,,,,,
308.15,0.173,0.0099,,,,,
308.15,0.5,0.0294,,,,,
308.15,0.846,0.0497,,,,,
308.15,1.696,0.0991,,,,,
308.15,2.57,0.1487,,,,,
308.15,3.46,0.198,,,,,
308.15,4.39,0.2484,,,,,
308.15,5.334,0.2983,,,,,
308.15,6.303,0.3484,,,,,
308.15,7.291,0.3984,,,,,
308.15,8.306,0.4487,,,,,
308.15,9.336,0.4986,,,,,
308.15,10.388,0.5488,,,,,
308.15,11.462,0.5991,,,,,
308.15,12.545,0.6492,,,,,
308.15,14.716,0.7488,,,,,
308.15,15.816,0.7989,,,,,
308.15,16.908,0.849,,,,,
308.15,17.989,0.8992,,,,,
308.15,18.629,0.9294,,,,,
308.15,19.049,0.9496,,,,,
308.15,19.457,0.9694,,,,,
308.15,19.64,0.9782,,,,,
308.15,19.877,0.9899,,,,,
308.15,19.965,0.9943,,,,,
308.15,20.088,1.0,,,,,
