"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
420.7,1.734,0.16,,+-0.05,+-0.01,0.001,
428.48,2.044,0.16,,+-0.05,+-0.01,0.001,
436.55,2.414,0.16,,+-0.05,+-0.01,0.001,
448.71,3.069,0.16,,+-0.05,+-0.01,0.001,
456.81,3.579,0.16,,+-0.05,+-0.01,0.001,
467.44,4.334,0.16,,+-0.05,+-0.01,0.001,
467.49,4.329,0.16,,+-0.05,+-0.01,0.001,
476.07,5.049,0.16,,+-0.05,+-0.01,0.001,
487.02,6.04,0.16,,+-0.05,+-0.01,0.001,
490.82,6.487,0.16,,+-0.05,+-0.01,0.001,
491.45,6.55,0.16,,+-0.05,+-0.01,0.001,
491.5,6.55,0.16,,+-0.05,+-0.01,0.001,
