"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,30.2,0.0,,,,,
313.15,29.11,0.0641,,,,,
313.15,28.26,0.1193,,,,,
313.15,27.33,0.1785,,,,,
313.15,26.49,0.2429,,,,,
313.15,25.87,0.3028,,,,,
313.15,25.27,0.3621,,,,,
313.15,24.78,0.4395,,,,,
313.15,24.45,0.512,,,,,
313.15,24.35,0.589,,,,,
313.15,24.42,0.6732,,,,,
313.15,24.61,0.7511,,,,,
313.15,24.79,0.8085,,,,,
313.15,25.16,0.8945,,,,,
313.15,25.51,0.9669,,,,,
313.15,25.74,1.0,,,,,
