"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
436.4,100,0.047,0.306,0.3,0.3,0.006,0.006
432.1,100,0.05,0.334,0.3,0.3,0.006,0.006
400.6,100,0.126,0.655,0.3,0.3,0.006,0.006
377.8,100,0.205,0.81,0.3,0.3,0.006,0.006
348.0,100,0.352,0.919,0.3,0.3,0.006,0.006
332.4,100,0.459,0.952,0.3,0.3,0.006,0.006
311.4,100,0.668,0.981,0.3,0.3,0.006,0.006
306.0,100,0.746,0.987,0.3,0.3,0.006,0.006
