"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
467.85,101.32,0.0,0.0,+-0.02,+-0.01,,
461.91,101.32,0.0044,0.1462,+-0.02,+-0.01,,
456.69,101.32,0.0088,0.2612,+-0.02,+-0.01,,
452.19,101.32,0.0137,0.3666,+-0.02,+-0.01,,
448.1,101.32,0.021,0.4566,+-0.02,+-0.01,,
441.79,101.32,0.0323,0.5599,+-0.02,+-0.01,,
435.41,101.32,0.0434,0.6557,+-0.02,+-0.01,,
430.8,101.32,0.0579,0.7133,+-0.02,+-0.01,,
423.35,101.32,0.0757,0.784,+-0.02,+-0.01,,
413.28,101.32,0.1032,0.8564,+-0.02,+-0.01,,
403.52,101.32,0.1494,0.9112,+-0.02,+-0.01,,
393.89,101.32,0.2016,0.9473,+-0.02,+-0.01,,
384.51,101.32,0.2747,0.9688,+-0.02,+-0.01,,
376.14,101.32,0.3619,0.9819,+-0.02,+-0.01,,
370.83,101.32,0.4546,0.988,+-0.02,+-0.01,,
367.16,101.32,0.5258,0.992,+-0.02,+-0.01,,
364.98,101.32,0.5697,0.9937,+-0.02,+-0.01,,
362.88,101.32,0.619,0.9948,+-0.02,+-0.01,,
360.13,101.32,0.6961,0.9959,+-0.02,+-0.01,,
357.31,101.32,0.784,0.997,+-0.02,+-0.01,,
355.12,101.32,0.8597,0.9981,+-0.02,+-0.01,,
353.75,101.32,0.9156,0.9986,+-0.02,+-0.01,,
352.85,101.32,0.9492,0.9989,+-0.02,+-0.01,,
352.2,101.32,0.9739,0.9992,+-0.02,+-0.01,,
351.56,101.32,1.0,1.0,+-0.02,+-0.01,,
