"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
117.0,760,0.075,0.178,0.1,,0.005,0.005
115.7,760,0.1,0.228,0.1,,0.005,0.005
112.8,760,0.162,0.338,0.1,,0.005,0.005
110.5,760,0.217,0.42,0.1,,0.005,0.005
109.1,760,0.25,0.468,0.1,,0.005,0.005
106.9,760,0.308,0.537,0.1,,0.005,0.005
105.7,760,0.336,0.572,0.1,,0.005,0.005
103.4,760,0.394,0.627,0.1,,0.005,0.005
101.0,760,0.462,0.698,0.1,,0.005,0.005
100.0,760,0.493,0.718,0.1,,0.005,0.005
98.4,760,0.55,0.756,0.1,,0.005,0.005
96.3,760,0.614,0.8,0.1,,0.005,0.005
94.4,760,0.685,0.843,0.1,,0.005,0.005
93.4,760,0.723,0.872,0.1,,0.005,0.005
92.1,760,0.769,0.888,0.1,,0.005,0.005
89.5,760,0.875,0.95,0.1,,0.005,0.005
