"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
332.6,8.281,0.8373,0.9639,+-0.1,+-0.014,+-0.005,+-0.0007
332.53,7.915,0.8101,0.9659,+-0.1,+-0.014,+-0.005,+-0.0007
332.53,7.605,0.7852,0.9669,+-0.1,+-0.014,+-0.005,+-0.0007
332.5,7.24,0.7561,0.9679,+-0.1,+-0.014,+-0.005,+-0.0007
332.59,6.881,0.7296,0.9684,+-0.1,+-0.014,+-0.005,+-0.0007
332.6,6.536,0.6973,0.9681,+-0.1,+-0.014,+-0.005,+-0.0007
332.64,6.192,0.6665,0.9687,+-0.1,+-0.014,+-0.005,+-0.0007
332.68,5.84,0.6381,0.9686,+-0.1,+-0.014,+-0.005,+-0.0007
332.73,5.474,0.6067,0.9683,+-0.1,+-0.014,+-0.005,+-0.0007
332.78,5.171,0.5783,0.9679,+-0.1,+-0.014,+-0.005,+-0.0007
332.76,4.84,0.5459,0.9672,+-0.1,+-0.014,+-0.005,+-0.0007
332.61,4.737,0.5391,0.9672,+-0.1,+-0.014,+-0.005,+-0.0007
332.67,4.385,0.5089,0.9664,+-0.1,+-0.014,+-0.005,+-0.0007
332.8,4.096,0.4804,0.965,+-0.1,+-0.014,+-0.005,+-0.0007
332.76,3.737,0.4483,0.9634,+-0.1,+-0.014,+-0.005,+-0.0007
332.66,3.406,0.4225,0.9617,+-0.1,+-0.014,+-0.005,+-0.0007
332.6,3.054,0.3908,0.9593,+-0.1,+-0.014,+-0.005,+-0.0007
332.6,2.572,0.349,0.9541,+-0.1,+-0.014,+-0.005,+-0.0007
