"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
334.58,0.55,0.2017,,+-0.02,+-0.5%,,
345.54,0.7,0.2017,,+-0.02,+-0.5%,,
355.79,0.87,0.2017,,+-0.02,+-0.5%,,
365.79,1.055,0.2017,,+-0.02,+-0.5%,,
376.16,1.28,0.2017,,+-0.02,+-0.5%,,
385.98,1.52,0.2017,,+-0.02,+-0.5%,,
395.76,1.785,0.2017,,+-0.02,+-0.5%,,
405.81,2.085,0.2017,,+-0.02,+-0.5%,,
415.37,2.4,0.2017,,+-0.02,+-0.5%,,
425.1,2.74,0.2017,,+-0.02,+-0.5%,,
434.78,3.105,0.2017,,+-0.02,+-0.5%,,
444.51,3.49,0.2017,,+-0.02,+-0.5%,,
454.17,3.995,0.2017,,+-0.02,+-0.5%,,
