"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
250.0,1.784,0.0,0.0,+- 0.02,,+- 0.002,+- 0.002
250.0,2.599,0.0136,0.2561,+- 0.02,,+- 0.002,+- 0.002
250.0,3.688,0.0331,0.4239,+- 0.02,,+- 0.002,+- 0.002
250.0,4.589,0.0488,0.5001,+- 0.02,,+- 0.002,+- 0.002
250.0,5.541,0.0664,0.5494,+- 0.02,,+- 0.002,+- 0.002
250.0,6.597,0.087,0.5849,+- 0.02,,+- 0.002,+- 0.002
250.0,7.532,0.1069,0.6049,+- 0.02,,+- 0.002,+- 0.002
250.0,9.632,0.1532,0.6223,+- 0.02,,+- 0.002,+- 0.002
250.0,11.151,0.1931,0.6163,+- 0.02,,+- 0.002,+- 0.002
250.0,11.936,0.2173,0.6063,+- 0.02,,+- 0.002,+- 0.002
250.0,13.416,0.2708,0.5727,+- 0.02,,+- 0.002,+- 0.002
250.0,14.066,0.3008,0.5437,+- 0.02,,+- 0.002,+- 0.002
