"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
150,75,0.004,0.094,,,,
150,80,0.01,0.151,,,,
150,88,0.014,0.233,,,,
150,98,0.026,0.315,,,,
150,112,0.05,0.382,,,,
150,117,0.104,0.435,,,,
150,120,0.164,0.461,,,,
150,124,0.253,0.501,,,,
150,124,0.267,0.49,,,,
150,127,0.378,0.527,,,,
150,131,0.495,0.574,,,,
150,132,0.57,0.611,,,,
150,132,0.588,0.621,,,,
150,132,0.661,0.667,,,,
150,133,0.71,0.699,,,,
150,132,0.745,0.726,,,,
150,131,0.818,0.788,,,,
150,128,0.905,0.88,,,,
150,125,0.941,0.923,,,,
