"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
35,77.5,,0.0017,+-0.2,,,
35,77.5,,0.0084,+-0.2,,,
35,96.1,,0.0178,+-0.2,,,
35,111.7,,0.021,+-0.2,,,
35,131.9,,0.0241,+-0.2,,,
35,172.7,,0.0418,+-0.2,,,
35,209.2,,0.0447,+-0.2,,,
35,251.5,,0.0528,+-0.2,,,
35,278.8,,0.0642,+-0.2,,,
35,77.5,0.505,,+-0.2,,,
35,95.4,0.459,,+-0.2,,,
35,133.0,0.429,,+-0.2,,,
35,211.9,0.325,,+-0.2,,,
