"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
393.15,42.665,0.0,0.0,,,,
393.15,44.803,0.014,0.0575,,,,
393.15,47.91,0.036,0.1435,,,,
393.15,49.418,0.0459,0.1768,,,,
393.15,52.497,0.0727,0.2497,,,,
393.15,58.864,0.13,0.363,,,,
393.15,64.883,0.1899,0.4456,,,,
393.15,66.05,0.2076,0.4679,,,,
393.15,69.47,0.2577,0.5174,,,,
393.15,71.36,0.2799,0.5373,,,,
393.15,74.378,0.3438,0.582,,,,
393.15,77.885,0.4286,0.63,,,,
393.15,80.665,0.5228,0.671,,,,
393.15,82.392,0.6444,0.7261,,,,
393.15,83.45,0.7288,0.7648,,,,
393.15,84.325,0.7946,0.7995,,,,
393.15,84.073,0.8482,0.8338,,,,
393.15,83.538,0.8986,0.872,,,,
393.15,82.61,0.937,0.9121,,,,
393.15,81.695,0.9643,0.9435,,,,
393.15,81.0,0.9809,0.9678,,,,
393.15,79.144,1.0,1.0,,,,
