"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
39.5,1.474,0.1202,0.9973,+-0.1,+-0.25%,,
39.5,2.379,0.2006,,+-0.1,+-0.25%,,
39.5,2.42,0.2187,0.9974,+-0.1,+-0.25%,,
39.5,4.083,0.3586,,+-0.1,+-0.25%,,
39.5,4.014,0.3748,0.9978,+-0.1,+-0.25%,,
39.5,5.086,0.4877,0.997,+-0.1,+-0.25%,,
39.5,6.561,0.6609,0.9965,+-0.1,+-0.25%,,
39.5,6.523,0.6619,,+-0.1,+-0.25%,,
39.5,7.277,0.8313,,+-0.1,+-0.25%,,
39.5,7.226,0.8361,0.995,+-0.1,+-0.25%,,
39.5,7.794,0.9361,,+-0.1,+-0.25%,,
