"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
48.9,300,1.0,1.0,+-0.1,+-0.5,,
50.9,300,0.937,0.981,+-0.1,+-0.5,,
54.0,300,0.8,0.962,+-0.1,+-0.5,,
56.9,300,0.687,0.932,+-0.1,+-0.5,,
59.1,300,0.63,0.908,+-0.1,+-0.5,,
61.6,300,0.548,0.866,+-0.1,+-0.5,,
63.4,300,0.496,0.848,+-0.1,+-0.5,,
69.8,300,0.33,0.687,+-0.1,+-0.5,,
72.6,300,0.274,0.602,+-0.1,+-0.5,,
74.6,300,0.238,0.542,+-0.1,+-0.5,,
76.2,300,0.204,0.478,+-0.1,+-0.5,,
78.5,300,0.173,0.415,+-0.1,+-0.5,,
83.6,300,0.09,0.224,+-0.1,+-0.5,,
89.4,300,0.0,0.0,+-0.1,+-0.5,,
