"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
364.04,74.66,0.0,0.0,,,0.002,0.004
363.5,74.66,0.0133,0.0337,,,0.002,0.004
362.73,74.66,0.03,0.0819,,,0.002,0.004
361.26,74.66,0.062,0.1596,,,0.002,0.004
359.78,74.66,0.0959,0.2347,,,0.002,0.004
359.2,74.66,0.1118,0.2606,,,0.002,0.004
358.0,74.66,0.1468,0.3202,,,0.002,0.004
357.5,74.66,0.1657,0.3497,,,0.002,0.004
357.0,74.66,0.1835,0.3755,,,0.002,0.004
356.13,74.66,0.2103,0.4171,,,0.002,0.004
355.15,74.66,0.2418,0.4562,,,0.002,0.004
354.75,74.66,0.2605,0.4775,,,0.002,0.004
354.23,74.66,0.2807,0.5017,,,0.002,0.004
353.67,74.66,0.2982,0.521,,,0.002,0.004
352.97,74.66,0.3213,0.5458,,,0.002,0.004
351.85,74.66,0.3679,0.5913,,,0.002,0.004
351.27,74.66,0.3941,0.6124,,,0.002,0.004
350.71,74.66,0.4209,0.6358,,,0.002,0.004
350.11,74.66,0.4493,0.657,,,0.002,0.004
349.51,74.66,0.4803,0.6813,,,0.002,0.004
348.82,74.66,0.5146,0.7056,,,0.002,0.004
348.23,74.66,0.5484,0.7264,,,0.002,0.004
347.5,74.66,0.5916,0.7526,,,0.002,0.004
346.86,74.66,0.6319,0.7767,,,0.002,0.004
346.28,74.66,0.6699,0.7986,,,0.002,0.004
345.69,74.66,0.7098,0.8249,,,0.002,0.004
345.21,74.66,0.7554,0.8458,,,0.002,0.004
344.7,74.66,0.8015,0.8789,,,0.002,0.004
344.28,74.66,0.8395,0.9021,,,0.002,0.004
343.94,74.66,0.8733,0.9188,,,0.002,0.004
343.59,74.66,0.907,0.9354,,,0.002,0.004
343.32,74.66,0.934,0.9525,,,0.002,0.004
343.18,74.66,1.0,1.0,,,0.002,0.004
