"T, deg.C","P, psi",X,Y,T Err,P Err,X Err,Y Err
-50,250,,0.9464,+- 0.05,+- 3,,
-50,400,,0.967,+- 0.05,+- 3,,
-50,500,0.092,,+- 0.05,+- 3,,
-50,600,,0.9741,+- 0.05,+- 3,,
-50,750,0.138,,+- 0.05,+- 3,,
-50,800,,0.9742,+- 0.05,+- 3,,
-50,1000,0.183,0.9728,+- 0.05,+- 3,,
-50,1200,,0.969,+- 0.05,+- 3,,
-50,1600,0.291,0.958,+- 0.05,+- 3,,
-50,1800,,0.9531,+- 0.05,+- 3,,
-50,2000,0.363,0.9647,+- 0.05,+- 3,,
