"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
298.15,10.057,0.1839,0.3938,,+-0.03,+-0.0005,+-0.0005
298.15,10.216,0.2564,0.4124,,+-0.03,+-0.0005,+-0.0005
298.15,10.256,0.2939,0.4203,,+-0.03,+-0.0005,+-0.0005
298.15,10.296,0.2971,0.4209,,+-0.03,+-0.0005,+-0.0005
298.15,10.323,0.3313,0.427,,+-0.03,+-0.0005,+-0.0005
298.15,10.349,0.3615,0.4316,,+-0.03,+-0.0005,+-0.0005
298.15,10.349,0.4228,0.4389,,+-0.03,+-0.0005,+-0.0005
298.15,10.349,0.4556,0.4419,,+-0.03,+-0.0005,+-0.0005
298.15,10.323,0.5002,0.4457,,+-0.03,+-0.0005,+-0.0005
298.15,10.256,0.6028,0.4565,,+-0.03,+-0.0005,+-0.0005
298.15,10.203,0.6608,0.4673,,+-0.03,+-0.0005,+-0.0005
298.15,10.096,0.7003,0.478,,+-0.03,+-0.0005,+-0.0005
298.15,9.911,0.7504,0.4967,,+-0.03,+-0.0005,+-0.0005
298.15,9.672,0.8011,0.5231,,+-0.03,+-0.0005,+-0.0005
298.15,9.273,0.8505,0.5594,,+-0.03,+-0.0005,+-0.0005
298.15,8.608,0.9026,0.6182,,+-0.03,+-0.0005,+-0.0005
