"T, K","P, Pa",X,Y,T Err,P Err,X Err,Y Err
303.11,2968,0.0308,,0.1,15,,
303.11,2990,0.0397,,0.1,15,,
303.11,3072,0.0794,,0.1,15,,
303.11,3158,0.1364,,0.1,15,,
303.11,3169,0.1769,,0.1,15,,
303.11,3194,0.273,,0.1,15,,
303.11,3180,0.3265,,0.1,15,,
303.11,3152,0.3986,,0.1,15,,
303.11,3148,0.5024,,0.1,15,,
303.11,3125,0.5694,,0.1,15,,
303.11,2928,0.7327,,0.1,15,,
303.11,2376,0.8903,,0.1,15,,
303.11,1785,0.9619,,0.1,15,,
