"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
369.75,100,0.0,0.0,+-0.01,+-0.01,+-0.001,+-0.001
368.83,100,0.032,0.054,+-0.01,+-0.01,+-0.001,+-0.001
368.45,100,0.054,0.087,+-0.01,+-0.01,+-0.001,+-0.001
367.7,100,0.097,0.15,+-0.01,+-0.01,+-0.001,+-0.001
366.84,100,0.136,0.224,+-0.01,+-0.01,+-0.001,+-0.001
366.06,100,0.185,0.285,+-0.01,+-0.01,+-0.001,+-0.001
365.1,100,0.251,0.362,+-0.01,+-0.01,+-0.001,+-0.001
363.96,100,0.314,0.445,+-0.01,+-0.01,+-0.001,+-0.001
362.94,100,0.381,0.519,+-0.01,+-0.01,+-0.001,+-0.001
361.6,100,0.469,0.611,+-0.01,+-0.01,+-0.001,+-0.001
360.28,100,0.558,0.697,+-0.01,+-0.01,+-0.001,+-0.001
359.02,100,0.652,0.772,+-0.01,+-0.01,+-0.001,+-0.001
357.99,100,0.729,0.829,+-0.01,+-0.01,+-0.001,+-0.001
356.93,100,0.808,0.883,+-0.01,+-0.01,+-0.001,+-0.001
356.19,100,0.868,0.922,+-0.01,+-0.01,+-0.001,+-0.001
355.63,100,0.914,0.952,+-0.01,+-0.01,+-0.001,+-0.001
355.22,100,0.946,0.97,+-0.01,+-0.01,+-0.001,+-0.001
354.95,100,0.978,0.987,+-0.01,+-0.01,+-0.001,+-0.001
354.85,100,1.0,1.0,+-0.01,+-0.01,+-0.001,+-0.001
