"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
298.15,26.13,0.0967,,,,,
298.15,25.89,0.1939,,,,,
298.15,24.96,0.2994,,,,,
298.15,23.64,0.4617,,,,,
298.15,22.11,0.4929,,,,,
298.15,19.86,0.5915,,,,,
298.15,17.96,0.6741,,,,,
298.15,14.82,0.7761,,,,,
298.15,12.33,0.8615,,,,,
298.15,5.77,1.0,,,,,
