"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
276.34,3.502,0.0598,,0.02,0.005,0.001,0.001
278.32,3.682,0.0598,,0.02,0.005,0.001,0.001
283.32,4.157,0.0598,,0.02,0.005,0.001,0.001
288.35,4.672,0.0598,,0.02,0.005,0.001,0.001
293.33,5.222,0.0598,,0.02,0.005,0.001,0.001
298.33,5.812,0.0598,,0.02,0.005,0.001,0.001
303.35,6.532,0.0598,,0.02,0.005,0.001,0.001
308.31,7.082,0.0598,,0.02,0.005,0.001,0.001
313.26,7.737,0.0598,,0.02,0.005,0.001,0.001
318.33,8.392,0.0598,,0.02,0.005,0.001,0.001
323.32,8.932,0.0598,,0.02,0.005,0.001,0.001
326.37,9.191,0.0598,,0.02,0.005,0.001,0.001
328.28,9.337,0.0598,,0.05,0.01,0.001,0.001
333.32,9.672,0.0598,,0.05,0.01,0.001,0.001
338.29,9.882,0.0598,,0.05,0.01,0.001,0.001
343.26,9.927,0.0598,,0.05,0.01,0.001,0.001
348.27,9.747,0.0598,,0.05,0.01,0.001,0.001
353.24,9.09,0.0598,,0.05,0.01,0.001,0.001
356.23,8.44,0.0598,,0.05,0.01,0.001,0.001
357.22,8.12,0.0598,,0.05,0.01,0.001,0.001
357.22,6.28,0.0598,,0.05,0.01,0.001,0.001
356.23,6.17,0.0598,,0.05,0.01,0.001,0.001
