"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,30.2,0.0,,,,,
313.15,30.54,0.1284,,,,,
313.15,31.07,0.2192,,,,,
313.15,31.98,0.2894,,,,,
313.15,33.04,0.3713,,,,,
313.15,34.11,0.4365,,,,,
313.15,35.63,0.5203,,,,,
313.15,38.13,0.6468,,,,,
313.15,39.38,0.7114,,,,,
313.15,39.95,0.7392,,,,,
313.15,43.9,0.9381,,,,,
313.15,45.3,1.0,,,,,
