"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
328,15.3,0.107,0.9952,,,,
328,28.6,0.214,0.9965,,,,
328,40.8,0.31,0.9967,,,,
328,54.4,0.418,0.9963,,,,
328,67.7,0.549,0.9951,,,,
328,81.6,0.687,0.9934,,,,
