"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
104.1,1.393,0.3139,0.9855,+-0.2,+-0.02,+-0.002,+-0.0003
104.1,2.151,0.4937,0.9885,+-0.2,+-0.02,+-0.002,+-0.0003
103.8,2.848,0.6631,0.99,+-0.2,+-0.02,+-0.002,+-0.0003
103.7,3.723,0.8733,0.9909,+-0.2,+-0.02,+-0.002,+-0.0003
