"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
328.78,84.8,0.008,,0.25,0.4,0.003,
338.75,81.5,0.008,,0.25,0.4,0.003,
346.18,79.3,0.008,,0.25,0.4,0.003,
351.77,77.7,0.008,,0.25,0.4,0.003,
364.55,74.19,0.008,,0.25,0.4,0.003,
374.88,71.69,0.008,,0.25,0.4,0.003,
384.19,69.49,0.008,,0.25,0.4,0.003,
395.51,66.89,0.008,,0.25,0.4,0.003,
400.97,65.69,0.008,,0.25,0.4,0.003,
415.58,62.69,0.008,,0.25,0.4,0.003,
427.37,60.19,0.008,,0.25,0.4,0.003,
441.13,57.38,0.008,,0.25,0.4,0.003,
450.45,55.48,0.008,,0.25,0.4,0.003,
