"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
330.01,1000,0.0254,0.8413,+-0.01,0.0003,+-0.001,+-0.001
330.01,2030,0.0571,0.9117,+-0.01,0.0003,+-0.001,+-0.001
330.01,3027,0.0898,0.9332,+-0.01,0.0003,+-0.001,+-0.001
330.01,4077,0.1295,0.9434,+-0.01,0.0003,+-0.001,+-0.001
330.01,5394,0.1886,0.9473,+-0.01,0.0003,+-0.001,+-0.001
330.01,6495,0.2518,0.9476,+-0.01,0.0003,+-0.001,+-0.001
330.01,7495,0.3389,0.9453,+-0.01,0.0003,+-0.001,+-0.001
330.01,8020,0.4029,0.9422,+-0.01,0.0003,+-0.001,+-0.001
330.01,8540,0.5171,0.9377,+-0.01,0.0003,+-0.001,+-0.001
330.01,8800,0.629,0.9334,+-0.01,0.0003,+-0.001,+-0.001
330.01,9020,0.7393,0.9273,+-0.01,0.0003,+-0.001,+-0.001
330.01,9220,0.8101,0.9202,+-0.01,0.0003,+-0.001,+-0.001
330.01,9300,0.8269,0.9148,+-0.01,0.0003,+-0.001,+-0.001
330.01,9380,0.8496,0.9042,+-0.01,0.0003,+-0.001,+-0.001
