"T, deg.F","P, psi",X,Y,T Err,P Err,X Err,Y Err
-230.0,46.2,0.0,0.0,0-0.1%,0-1%,0-1%,0-1%
-230.0,51.2,0.009745,0.1144,0-0.1%,0-1%,0-1%,0-1%
-230.0,75.0,0.04714,0.3786,0-0.1%,0-1%,0-1%,0-1%
-230.0,99.8,0.09116,0.5318,0-0.1%,0-1%,0-1%,0-1%
-230.0,200.0,0.304,0.7662,0-0.1%,0-1%,0-1%,0-1%
-230.0,298.0,0.5475,0.8564,0-0.1%,0-1%,0-1%,0-1%
-230.0,392.0,0.7825,0.9129,0-0.1%,0-1%,0-1%,0-1%
-230.0,417.0,0.8353,0.9263,0-0.1%,0-1%,0-1%,0-1%
-230.0,443.0,0.8822,0.94096,0-0.1%,0-1%,0-1%,0-1%
-230.0,460.0,0.91223,0.95213,0-0.1%,0-1%,0-1%,0-1%
-230.0,470.0,0.93085,0.96037,0-0.1%,0-1%,0-1%,0-1%
-230.0,480.0,0.94122,0.96436,0-0.1%,0-1%,0-1%,0-1%
-230.0,489.0,0.95404,0.9709,0-0.1%,0-1%,0-1%,0-1%
-230.0,499.0,0.96737,0.97606,0-0.1%,0-1%,0-1%,0-1%
-230.0,502.0,0.97252,0.97809,0-0.1%,0-1%,0-1%,0-1%
-230.0,503.0,0.97407,0.97788,0-0.1%,0-1%,0-1%,0-1%
-230.0,504.5,0.97766,0.97766,0-0.1%,0-1%,0-1%,0-1%
