"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
333.01,0.196,0.1019,,0.02,0.01,,
342.92,0.243,0.1019,,0.02,0.01,,
352.96,0.294,0.1019,,0.02,0.01,,
362.99,0.354,0.1019,,0.02,0.01,,
373.02,0.42,0.1019,,0.02,0.01,,
383.21,0.497,0.1019,,0.02,0.01,,
393.17,0.582,0.1019,,0.02,0.01,,
403.1,0.676,0.1019,,0.02,0.01,,
413.27,0.788,0.1019,,0.02,0.01,,
423.18,0.91,0.1019,,0.02,0.01,,
433.12,1.049,0.1019,,0.02,0.01,,
443.09,1.207,0.1019,,0.02,0.01,,
453.07,1.388,0.1019,,0.02,0.01,,
463.06,1.592,0.1019,,0.02,0.01,,
473.02,1.822,0.1019,,0.02,0.01,,
482.97,2.078,0.1019,,0.02,0.01,,
493.06,2.374,0.1019,,0.02,0.01,,
503.03,2.699,0.1019,,0.02,0.01,,
513.12,3.065,0.1019,,0.02,0.01,,
