"T, K","P, psi",X,Y,T Err,P Err,X Err,Y Err
100,37.84,0.0323,,,,,
100,38.2,0.0855,,,,,
100,39.57,0.1698,,,,,
100,40.72,0.2519,,,,,
100,42.0,0.3505,,,,,
100,42.46,0.3942,,,,,
100,43.1,0.4506,,,,,
100,44.22,0.5684,,,,,
100,45.27,0.6985,,,,,
100,45.81,0.7736,,,,,
100,46.03,0.802,,,,,
100,46.52,0.9048,,,,,
100,46.74,0.9429,,,,,
100,46.82,0.9604,,,,,
