"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
333.15,51.886,0.0,0.0,,,,
333.15,52.27,0.0109,0.0219,,,,
333.15,53.0,0.0425,0.063,,,,
333.15,53.98,0.1077,0.1404,,,,
333.15,54.87,0.2004,0.2218,,,,
333.15,55.17,0.2981,0.3054,,,,
333.15,54.88,0.4224,0.3946,,,,
333.15,54.79,0.4233,0.3984,,,,
333.15,53.97,0.5709,0.4891,,,,
333.15,52.8,0.6548,0.548,,,,
333.15,51.79,0.7013,0.5856,,,,
333.15,51.36,0.7255,0.6093,,,,
333.15,51.07,0.7527,0.6243,,,,
333.15,49.21,0.803,0.681,,,,
333.15,46.98,0.8777,0.7645,,,,
333.15,46.04,0.8897,0.7801,,,,
333.15,43.23,0.9516,0.8779,,,,
333.15,41.25,0.9824,0.9447,,,,
333.15,40.28,0.9936,0.9862,,,,
333.15,39.92,1.0,1.0,,,,
