"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
323.23,0.505,0.7735,,0.02,0.01,,
333.23,0.646,0.7735,,0.02,0.01,,
343.23,0.816,0.7735,,0.02,0.01,,
345.62,0.86,0.7735,,0.02,0.01,,
353.26,1.018,0.7735,,0.02,0.01,,
363.28,1.26,0.7735,,0.02,0.01,,
373.24,1.541,0.7735,,0.02,0.01,,
383.22,1.868,0.7735,,0.02,0.01,,
393.27,2.249,0.7735,,0.02,0.01,,
403.27,2.688,0.7735,,0.02,0.01,,
413.29,3.19,0.7735,,0.02,0.01,,
423.26,3.765,0.7735,,0.02,0.01,,
428.27,4.081,0.7735,,0.02,0.01,,
430.19,4.196,0.7735,,0.02,0.01,,
