"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
155.0,760,0.047,0.017,,,,
155.9,760,0.078,0.03,,,,
156.4,760,0.102,0.042,,,,
156.7,760,0.105,0.051,,,,
157.4,760,0.141,0.067,,,,
158.1,760,0.158,0.088,,,,
158.2,760,0.179,0.107,,,,
159.4,760,0.222,0.153,,,,
159.0,760,0.235,0.167,,,,
159.5,760,0.269,0.222,,,,
159.3,760,0.298,0.275,,,,
158.5,760,0.346,0.376,,,,
157.3,760,0.385,0.47,,,,
157.5,760,0.394,0.492,,,,
155.4,760,0.439,0.602,,,,
155.7,760,0.442,0.617,,,,
153.5,760,0.47,0.684,,,,
153.6,760,0.483,0.694,,,,
149.4,760,0.53,0.789,,,,
148.1,760,0.558,0.824,,,,
141.5,760,0.627,0.91,,,,
140.9,760,0.629,0.916,,,,
139.2,760,0.658,0.924,,,,
136.9,760,0.669,0.944,,,,
134.3,760,0.694,0.952,,,,
132.8,760,0.706,0.963,,,,
125.6,760,0.755,0.981,,,,
125.3,760,0.765,0.982,,,,
122.4,760,0.788,0.989,,,,
117.9,760,0.822,0.992,,,,
113.6,760,0.86,0.996,,,,
110.3,760,0.893,0.998,,,,
106.5,760,0.927,0.999,,,,
