"T, deg.C","P, MPa",X,Y,T Err,P Err,X Err,Y Err
70.1,3.985,0.2635,0.9972,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,5.992,0.3884,0.9967,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,7.315,0.4704,0.9956,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,8.798,0.5658,0.9939,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,10.528,0.686,0.9893,+-0.3,+-0.007,+-0.002,+-0.00015
70.1,12.059,0.8219,0.9731,+-0.3,+-0.007,+-0.002,+-0.00015
