"T, deg.F","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
578.8,760,0.037,0.261,0.5,,,
566.5,760,0.082,0.38,0.5,,,
562.5,760,0.104,0.433,0.5,,,
548.4,760,0.15,0.521,0.5,,,
531.3,760,0.218,0.663,0.5,,,
513.0,760,0.283,0.764,0.5,,,
502.0,760,0.335,0.817,0.5,,,
481.6,760,0.427,0.891,0.5,,,
480.5,760,0.448,0.89,0.5,,,
466.7,760,0.544,0.929,0.5,,,
449.0,760,0.692,0.973,0.5,,,
