"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
430.15,26.6,0.0,0.0,,0.03,0.005,0.005
412.85,26.6,0.125,0.477,,0.03,0.005,0.005
406.95,26.6,0.192,0.602,,0.03,0.005,0.005
405.1,26.6,0.217,0.637,,0.03,0.005,0.005
400.55,26.6,0.277,0.72,,0.03,0.005,0.005
398.1,26.6,0.32,0.762,,0.03,0.005,0.005
396.05,26.6,0.36,0.794,,0.03,0.005,0.005
393.6,26.6,0.405,0.812,,0.03,0.005,0.005
391.75,26.6,0.44,0.84,,0.03,0.005,0.005
389.85,26.6,0.49,0.867,,0.03,0.005,0.005
388.15,26.6,0.53,0.89,,0.03,0.005,0.005
385.85,26.6,0.585,0.907,,0.03,0.005,0.005
384.65,26.6,0.63,0.922,,0.03,0.005,0.005
382.65,26.6,0.69,0.935,,0.03,0.005,0.005
380.65,26.6,0.758,0.957,,0.03,0.005,0.005
378.95,26.6,0.85,0.972,,0.03,0.005,0.005
376.65,26.6,0.917,0.987,,0.03,0.005,0.005
375.1,26.6,1.0,1.0,,0.03,0.005,0.005
