"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
421.08,1.479,0.094,,+-0.05,+-0.01,0.001,
430.59,1.834,0.094,,+-0.05,+-0.01,0.001,
440.55,2.269,0.094,,+-0.05,+-0.01,0.001,
448.18,2.654,0.094,,+-0.05,+-0.01,0.001,
458.63,3.264,0.094,,+-0.05,+-0.01,0.001,
468.96,3.969,0.094,,+-0.05,+-0.01,0.001,
478.88,4.759,0.094,,+-0.05,+-0.01,0.001,
489.04,5.683,0.094,,+-0.05,+-0.01,0.001,
499.32,6.783,0.094,,+-0.05,+-0.01,0.001,
501.02,6.991,0.094,,+-0.05,+-0.01,0.001,
501.4,7.036,0.094,,+-0.05,+-0.01,0.001,
501.8,7.066,0.094,,+-0.05,+-0.01,0.001,
502.15,7.11,0.094,,+-0.05,+-0.01,0.001,
