"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
343.21,0.532,0.151,,0.02,0.01,,
353.25,0.657,0.151,,0.02,0.01,,
363.21,0.802,0.151,,0.02,0.01,,
373.25,0.972,0.151,,0.02,0.01,,
383.21,1.167,0.151,,0.02,0.01,,
393.22,1.387,0.151,,0.02,0.01,,
403.29,1.642,0.151,,0.02,0.01,,
413.28,1.937,0.151,,0.02,0.01,,
423.29,2.267,0.151,,0.02,0.01,,
433.25,2.642,0.151,,0.02,0.01,,
443.23,3.067,0.151,,0.02,0.01,,
463.26,3.552,0.151,,0.02,0.01,,
463.24,4.07,0.151,,0.02,0.01,,
473.2,4.7,0.151,,0.02,0.01,,
483.24,5.372,0.151,,0.02,0.01,,
491.22,5.902,0.151,,0.02,0.01,,
492.23,5.952,0.151,,0.02,0.01,,
493.23,5.986,0.151,,0.02,0.01,,
494.12,6.0,0.151,,0.02,0.01,,
