"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
415.0,6.096,0.0,0.0,0.002,+-0.003,+-0.002,+-0.002
415.0,5.764,0.1021,0.0847,0.002,+-0.003,+-0.002,+-0.002
415.0,5.535,0.1865,0.1668,0.002,+-0.003,+-0.002,+-0.002
415.0,5.308,0.2987,0.2825,0.002,+-0.003,+-0.002,+-0.002
415.0,5.194,0.4104,0.4092,0.002,+-0.003,+-0.002,+-0.002
415.0,5.265,0.5736,0.591,0.002,+-0.003,+-0.002,+-0.002
415.0,5.401,0.6494,0.6732,0.002,+-0.003,+-0.002,+-0.002
415.0,5.577,0.7209,0.7405,0.002,+-0.003,+-0.002,+-0.002
415.0,5.591,0.73,0.7449,0.002,+-0.003,+-0.002,+-0.002
415.0,5.648,0.7604,0.7713,0.002,+-0.003,+-0.002,+-0.002
415.0,5.71,0.779,0.779,0.002,+-0.003,+-0.002,+-0.002
