"T, deg.C","P, mmHg",X,Y,T Err,P Err,X Err,Y Err
60,55.49,0.0,,+-0.01,+-0.10,+-0.001,
60,85.81,0.121,,+-0.01,+-0.10,+-0.001,
60,101.13,0.194,,+-0.01,+-0.10,+-0.001,
60,119.21,0.298,,+-0.01,+-0.10,+-0.001,
60,130.13,0.366,,+-0.01,+-0.10,+-0.001,
60,136.18,0.406,,+-0.01,+-0.10,+-0.001,
60,143.57,0.456,,+-0.01,+-0.10,+-0.001,
60,159.45,0.574,,+-0.01,+-0.10,+-0.001,
60,171.18,0.661,,+-0.01,+-0.10,+-0.001,
60,180.69,0.738,,+-0.01,+-0.10,+-0.001,
60,191.91,0.824,,+-0.01,+-0.10,+-0.001,
60,214.52,1.0,,+-0.01,+-0.10,+-0.001,
