"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
321.28,6.95,0.686,,0.25,0.4,0.003,
326.26,7.05,0.686,,0.25,0.4,0.003,
331.27,7.2,0.686,,0.25,0.4,0.003,
338.28,7.33,0.686,,0.25,0.4,0.003,
345.74,7.45,0.686,,0.25,0.4,0.003,
353.24,7.58,0.686,,0.25,0.4,0.003,
360.73,7.7,0.686,,0.25,0.4,0.003,
368.19,7.83,0.686,,0.25,0.4,0.003,
378.17,7.95,0.686,,0.25,0.4,0.003,
388.17,8.08,0.686,,0.25,0.4,0.003,
398.23,8.18,0.686,,0.25,0.4,0.003,
408.25,8.28,0.686,,0.25,0.4,0.003,
418.22,8.33,0.686,,0.25,0.4,0.003,
428.22,8.4,0.686,,0.25,0.4,0.003,
438.2,8.43,0.686,,0.25,0.4,0.003,
