"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
220.0,0.492,0.0,0.0,+- 0.02,,+- 0.002,+- 0.002
220.0,1.007,0.016,0.4638,+- 0.02,,+- 0.002,+- 0.002
220.0,1.745,0.0356,0.6584,+- 0.02,,+- 0.002,+- 0.002
220.0,2.416,0.0552,0.7332,+- 0.02,,+- 0.002,+- 0.002
220.0,3.762,0.0952,0.7961,+- 0.02,,+- 0.002,+- 0.002
220.0,4.487,0.1168,0.8116,+- 0.02,,+- 0.002,+- 0.002
220.0,5.179,0.1394,0.8221,+- 0.02,,+- 0.002,+- 0.002
220.0,5.829,0.1582,0.8264,+- 0.02,,+- 0.002,+- 0.002
220.0,6.562,0.1838,0.8298,+- 0.02,,+- 0.002,+- 0.002
220.0,7.296,0.2077,0.8286,+- 0.02,,+- 0.002,+- 0.002
220.0,7.945,0.2326,0.8276,+- 0.02,,+- 0.002,+- 0.002
220.0,8.664,0.2572,0.8225,+- 0.02,,+- 0.002,+- 0.002
220.0,9.261,0.281,0.8173,+- 0.02,,+- 0.002,+- 0.002
220.0,10.51,0.331,0.7982,+- 0.02,,+- 0.002,+- 0.002
220.0,11.98,0.408,0.7592,+- 0.02,,+- 0.002,+- 0.002
