"T, K","P, Torr",X,Y,T Err,P Err,X Err,Y Err
313.15,104.29,0.0,,,,,
313.15,102.07,0.0367,,,,,
313.15,97.47,0.1106,,,,,
313.15,93.99,0.1652,,,,,
313.15,85.36,0.3091,,,,,
313.15,81.87,0.3708,,,,,
313.15,73.68,0.5144,,,,,
313.15,69.84,0.5879,,,,,
313.15,66.03,0.6587,,,,,
313.15,62.49,0.7197,,,,,
313.15,59.64,0.7699,,,,,
313.15,55.36,0.8432,,,,,
313.15,48.96,0.9462,,,,,
313.15,45.3,1.0,,,,,
