"T, K","P, MPa",X,Y,T Err,P Err,X Err,Y Err
309.06,6.467,0.8825,0.9813,+-0.1,+-0.014,+-0.005,+-0.0007
309.34,6.185,0.8495,0.9807,+-0.1,+-0.014,+-0.005,+-0.0007
309.43,5.874,0.8136,0.9798,+-0.1,+-0.014,+-0.005,+-0.0007
309.42,5.509,0.7738,0.9786,+-0.1,+-0.014,+-0.005,+-0.0007
309.14,5.081,0.718,0.9801,+-0.1,+-0.014,+-0.005,+-0.0007
309.33,4.826,0.6933,0.9798,+-0.1,+-0.014,+-0.005,+-0.0007
309.2,4.482,0.6567,0.9793,+-0.1,+-0.014,+-0.005,+-0.0007
309.1,4.13,0.6194,0.9787,+-0.1,+-0.014,+-0.005,+-0.0007
309.22,3.799,0.576,0.9773,+-0.1,+-0.014,+-0.005,+-0.0007
309.17,3.399,0.5394,0.9764,+-0.1,+-0.014,+-0.005,+-0.0007
309.32,3.096,0.5021,0.9749,+-0.1,+-0.014,+-0.005,+-0.0007
309.43,2.744,0.4425,0.9734,+-0.1,+-0.014,+-0.005,+-0.0007
309.4,2.42,0.3939,0.9715,+-0.1,+-0.014,+-0.005,+-0.0007
309.36,2.124,0.3573,0.9689,+-0.1,+-0.014,+-0.005,+-0.0007
309.27,1.655,0.2981,0.9628,+-0.1,+-0.014,+-0.005,+-0.0007
