"T, K","P, atm",X,Y,T Err,P Err,X Err,Y Err
318,14.6,0.109,0.9967,,,,
318,27.6,0.22,0.9976,,,,
318,40.8,0.335,0.9975,,,,
318,54.4,0.475,0.997,,,,
318,70.4,0.698,0.9959,,,,
318,77.2,0.803,0.9953,,,,
318,83.3,0.875,0.9935,,,,
