"T, K","P, kPa",X,Y,T Err,P Err,X Err,Y Err
343.15,66.3,0.0,0.0,0.05,0.05,,
343.15,68.2,0.025,0.045,0.05,0.05,,
343.15,69.8,0.053,0.092,0.05,0.05,,
343.15,70.9,0.068,0.122,0.05,0.05,,
343.15,71.6,0.098,0.145,0.05,0.05,,
343.15,72.5,0.138,0.179,0.05,0.05,,
343.15,72.8,0.175,0.204,0.05,0.05,,
343.15,73.1,0.214,0.226,0.05,0.05,,
343.15,72.7,0.297,0.264,0.05,0.05,,
343.15,72.6,0.332,0.284,0.05,0.05,,
343.15,71.8,0.403,0.314,0.05,0.05,,
343.15,70.0,0.502,0.362,0.05,0.05,,
343.15,67.0,0.622,0.432,0.05,0.05,,
343.15,61.8,0.734,0.52,0.05,0.05,,
343.15,57.4,0.815,0.608,0.05,0.05,,
343.15,52.2,0.888,0.714,0.05,0.05,,
343.15,48.1,0.932,0.816,0.05,0.05,,
343.15,45.5,0.966,0.88,0.05,0.05,,
343.15,41.7,1.0,1.0,0.05,0.05,,
