"T, deg.C","P, bar",X,Y,T Err,P Err,X Err,Y Err
65,98.4,,0.0031,+-0.2,,,
65,117.4,,0.0055,+-0.2,,,
65,138.5,,0.016,+-0.2,,,
65,165.5,,0.0374,+-0.2,,,
65,200.9,,0.0665,+-0.2,,,
65,242.1,,0.108,+-0.2,,,
65,261.9,,0.155,+-0.2,,,
65,137.8,0.444,,+-0.2,,,
65,172.6,0.384,,+-0.2,,,
65,207.1,0.338,,+-0.2,,,
65,234.3,0.29,,+-0.2,,,
