"T, deg.C","P, kPa",X,Y,T Err,P Err,X Err,Y Err
45.7,26.43,0.0,0.0,,,0.001,0.001
45.8,27.25,0.0289,0.0596,,,0.001,0.001
45.8,28.63,0.0743,0.1441,,,0.001,0.001
45.8,32.02,0.183,0.3219,,,0.001,0.001
45.7,33.79,0.2491,0.4105,,,0.001,0.001
45.7,35.6,0.3119,0.4864,,,0.001,0.001
45.7,38.17,0.4021,0.5814,,,0.001,0.001
45.8,39.45,0.449,0.6241,,,0.001,0.001
45.7,40.42,0.4906,0.6623,,,0.001,0.001
45.7,42.96,0.5838,0.7325,,,0.001,0.001
45.7,45.22,0.6746,0.7997,,,0.001,0.001
45.7,47.3,0.7552,0.856,,,0.001,0.001
45.7,49.53,0.845,0.9106,,,0.001,0.001
45.7,51.77,0.9311,0.9611,,,0.001,0.001
45.7,53.58,1.0,1.0,,,0.001,0.001
